patients = { "pat13" , "pat16" , "pat17" , "pat18" , "pat21" , "pat23" , "pat24" , "pat25" , "pat33" , "pat35" , "pat52" , "pat55" , "pat60" , "pat68" , "pat76" , "pat83" , "pat87" , "pat93" , "pat110" , "pat124" , "pat128" , "pat133" , "pat139" , "pat140" , "pat143" , "pat145" , "pat149" , "pat159" , "pat162" , "pat206" , "pat217" , "pat220" , "pat226" , "pat229" , "pat274" , "pat278" , "pat288" , "pat331" , "pat332" , "pat367" , "pat372" , "pat375" , "pat397" , "pat425" , "pat437" , "pat456" , "pat480" };
staff_members = { "staff_member1" , "staff_member2" , "staff_member3" , "staff_member4" , "staff_member5" , "staff_member6" , "staff_member7" , "staff_member8" , "staff_member9" , "staff_member10" , "staff_member11" , "staff_member12" , "staff_member13" , "staff_member14" , "staff_member15" , "staff_member16" , "staff_member17" , "staff_member18" , "staff_member19" , "staff_member20" , "staff_member21" , "staff_member22" , "staff_member23" , "staff_member24" , "staff_member25" , "staff_member26" , "staff_member27" , "staff_member28" , "staff_member29" , "staff_member30" , "staff_member31" };
roles = { "DN_L" , "PT_L" , "DN_M" , "PT_M" , "DN_H" , "PT_H" };
staff_to_role = [
[ 1 , 0 , 0 , 0 , 0 , 0 ],
[ 1 , 0 , 0 , 0 , 0 , 0 ],
[ 1 , 0 , 0 , 0 , 0 , 0 ],
[ 1 , 0 , 0 , 0 , 0 , 0 ],
[ 1 , 0 , 0 , 0 , 0 , 0 ],
[ 1 , 0 , 0 , 0 , 0 , 0 ],
[ 1 , 0 , 0 , 0 , 0 , 0 ],
[ 1 , 0 , 0 , 0 , 0 , 0 ],
[ 1 , 0 , 0 , 0 , 0 , 0 ],
[ 1 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 ],
[ 0 , 0 , 1 , 0 , 0 , 0 ],
[ 0 , 0 , 1 , 0 , 0 , 0 ],
[ 0 , 0 , 1 , 0 , 0 , 0 ],
[ 0 , 0 , 0 , 1 , 0 , 0 ],
[ 0 , 0 , 0 , 1 , 0 , 0 ],
[ 0 , 0 , 0 , 0 , 1 , 0 ],
[ 0 , 0 , 0 , 0 , 1 , 0 ],
[ 0 , 0 , 0 , 0 , 1 , 0 ],
[ 0 , 0 , 0 , 0 , 1 , 0 ],
[ 0 , 0 , 0 , 0 , 1 , 0 ],
[ 0 , 0 , 0 , 0 , 1 , 0 ],
[ 0 , 0 , 0 , 0 , 1 , 0 ],
[ 0 , 0 , 0 , 0 , 1 , 0 ],
[ 0 , 0 , 0 , 0 , 1 , 0 ],
[ 0 , 0 , 0 , 0 , 0 , 1 ],
[ 0 , 0 , 0 , 0 , 0 , 1 ]
];
subperiods = { 1 , 2 , 3 , 4 , 5 , 6 , 7 };
subperiods_available = [
[ 1 , 1 , 0 , 1 , 1 , 0 , 1 ],
[ 0 , 1 , 1 , 0 , 1 , 1 , 1 ],
[ 1 , 0 , 1 , 1 , 1 , 1 , 0 ],
[ 1 , 1 , 1 , 1 , 1 , 0 , 0 ],
[ 0 , 1 , 0 , 1 , 1 , 1 , 1 ],
[ 0 , 1 , 1 , 1 , 0 , 1 , 1 ],
[ 1 , 1 , 1 , 0 , 0 , 1 , 1 ],
[ 1 , 0 , 0 , 1 , 1 , 1 , 1 ],
[ 1 , 0 , 1 , 1 , 1 , 1 , 0 ],
[ 1 , 1 , 1 , 0 , 0 , 0 , 1 ],
[ 1 , 1 , 1 , 1 , 0 , 0 , 1 ],
[ 0 , 0 , 0 , 1 , 1 , 1 , 1 ],
[ 1 , 0 , 1 , 1 , 1 , 0 , 0 ],
[ 1 , 1 , 0 , 0 , 0 , 1 , 1 ],
[ 0 , 1 , 1 , 0 , 1 , 1 , 0 ],
[ 1 , 1 , 1 , 1 , 1 , 0 , 0 ],
[ 0 , 1 , 0 , 1 , 0 , 1 , 1 ],
[ 1 , 0 , 1 , 0 , 1 , 1 , 1 ],
[ 0 , 1 , 1 , 0 , 1 , 0 , 1 ],
[ 1 , 0 , 0 , 1 , 0 , 1 , 0 ],
[ 0 , 1 , 1 , 1 , 1 , 0 , 1 ],
[ 1 , 1 , 1 , 0 , 1 , 1 , 0 ],
[ 1 , 1 , 1 , 1 , 0 , 0 , 1 ],
[ 1 , 1 , 1 , 1 , 0 , 0 , 1 ],
[ 1 , 0 , 1 , 1 , 0 , 1 , 1 ],
[ 1 , 1 , 0 , 1 , 1 , 1 , 0 ],
[ 0 , 1 , 0 , 0 , 1 , 1 , 1 ],
[ 1 , 0 , 0 , 0 , 1 , 1 , 1 ],
[ 0 , 0 , 1 , 1 , 1 , 1 , 0 ],
[ 0 , 0 , 0 , 1 , 1 , 1 , 1 ],
[ 1 , 1 , 1 , 0 , 0 , 0 , 0 ]
];
visits = { "visit1" , "visit2" , "visit3" , "visit4" , "visit5" , "visit6" , "visit7" , "visit8" , "visit9" , "visit10" , "visit11" , "visit12" , "visit13" , "visit14" , "visit15" , "visit16" , "visit17" , "visit18" , "visit19" , "visit20" , "visit21" , "visit22" , "visit23" , "visit24" , "visit25" , "visit26" , "visit27" , "visit28" , "visit29" , "visit30" , "visit31" , "visit32" , "visit33" , "visit34" , "visit35" , "visit36" , "visit37" , "visit38" , "visit39" , "visit40" , "visit41" , "visit42" , "visit43" , "visit44" , "visit45" , "visit46" , "visit47" , "visit48" , "visit49" , "visit50" , "visit51" , "visit52" , "visit53" , "visit54" , "visit55" , "visit56" , "visit57" , "visit58" , "visit59" , "visit60" , "visit61" , "visit62" , "visit63" , "visit64" , "visit65" , "visit66" , "visit67" , "visit68" , "visit69" , "visit70" , "visit71" , "visit72" , "visit73" , "visit74" , "visit75" , "visit76" , "visit77" , "visit78" , "visit79" , "visit80" , "visit81" , "visit82" , "visit83" , "visit84" , "visit85" , "visit86" , "visit87" , "visit88" , "visit89" , "visit90" , "visit91" , "visit92" , "visit93" , "visit94" , "visit95" , "visit96" , "visit97" , "visit98" , "visit99" , "visit100" , "visit101" , "visit102" , "visit103" , "visit104" , "visit105" , "visit106" , "visit107" , "visit108" , "visit109" , "visit110" , "visit111" , "visit112" , "visit113" , "visit114" , "visit115" , "visit116" , "visit117" , "visit118" , "visit119" , "visit120" };
visits_by_patient = [
[ 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
[ 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ],
